supermarket,Produkty spo¿ywcze,Kawy,Kawa ziarnista LAVAZZA CREMA E AROMA 1 kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-crema-e-aroma-1-kg-7521980697,38,3885,10.0
supermarket,Produkty spo¿ywcze,Kawy,Kawa Brazylia Santos 2kg Œwie¿o Palona Arabika100%,https://allegro.pl/oferta/kawa-brazylia-santos-2kg-swiezo-palona-arabika100-9070191500,77,1854,1.0
supermarket,Produkty spo¿ywcze,Kawy,Kawa ziarnista LAVAZZA EXPERT GUSTO FORTE 1kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-expert-gusto-forte-1kg-7574165680,37,1540,0.0
supermarket,Produkty spo¿ywcze,Kawy,Kawa ziarnista Lavazza Qualita Oro 1kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-qualita-oro-1kg-8305397970,50,1992,2.0
supermarket,Produkty spo¿ywcze,Kawy,Kawa ziarnista LAVAZZA DOLCE CAFFE CREMA 1 kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-dolce-caffe-crema-1-kg-6728220971,42,1590,0.0
supermarket,Produkty spo¿ywcze,Herbaty,Zielona herbata RAJSKI PTAK mango papaja REWELACJA,https://allegro.pl/oferta/zielona-herbata-rajski-ptak-mango-papaja-rewelacja-6830777364,6,577,10.0
supermarket,Produkty spo¿ywcze,Herbaty,herbata zielona matcha - 100g,https://allegro.pl/oferta/herbata-zielona-matcha-100g-8912984512,15,151,2.0
supermarket,Produkty spo¿ywcze,Herbaty,Ahmad Twelve 12 Smaków WYJ¥TKOWY Zestaw Herbat HIT,https://allegro.pl/oferta/ahmad-twelve-12-smakow-wyjatkowy-zestaw-herbat-hit-7863425014,32,71,0.0
supermarket,Produkty spo¿ywcze,Herbaty,Herbata JAPOÑSKA SENCHA kagoshima orygina³ GRATIS,https://allegro.pl/oferta/herbata-japonska-sencha-kagoshima-oryginal-gratis-7028637278,36,74,0.0
supermarket,Produkty spo¿ywcze,Herbaty,Matcha sproszkowana ZIELONA herbata 100g zdrowa,https://allegro.pl/oferta/matcha-sproszkowana-zielona-herbata-100g-zdrowa-6516117071,15,147,2.0
supermarket,Produkty spo¿ywcze,Yerba Mate,Yerba Mate CBSe ENERGIA MOCNA 0.5kg 500g + GRATIS,https://allegro.pl/oferta/yerba-mate-cbse-energia-mocna-0-5kg-500g-gratis-7870939693,10,1081,10.0
supermarket,Produkty spo¿ywcze,Yerba Mate,Zestaw Yerba Mate Green 500g Tykwa Bombilla 10x50g,https://allegro.pl/oferta/zestaw-yerba-mate-green-500g-tykwa-bombilla-10x50g-8385131882,29,527,0.0
supermarket,Produkty spo¿ywcze,Yerba Mate,Yerba Mate PAJARITO ELABORADA con palo 1kg 1000g,https://allegro.pl/oferta/yerba-mate-pajarito-elaborada-con-palo-1kg-1000g-7809183402,21,893,7.0
supermarket,Produkty spo¿ywcze,Yerba Mate,Yerba Mate 1KG NAJLEPSZE GATUNKI 10x100g na START,https://allegro.pl/oferta/yerba-mate-1kg-najlepsze-gatunki-10x100g-na-start-6886848439,25,604,1.0
supermarket,Produkty spo¿ywcze,Yerba Mate,Yerba Verde Mate Green Cactus 0 5kg 500g Kaktusowa,https://allegro.pl/oferta/yerba-verde-mate-green-cactus-0-5kg-500g-kaktusowa-6888530260,12,594,1.0
supermarket,Produkty spo¿ywcze,Zdrowa ¿ywnoœæ,ALLNUTRITION NUTLOVE CRUNCH 500 g KREM KOKOSOWY,https://allegro.pl/oferta/allnutrition-nutlove-crunch-500-g-krem-kokosowy-9145378695,29,1058,10.0
supermarket,Produkty spo¿ywcze,Zdrowa ¿ywnoœæ,NASIONA CHIA 1kg - SZA£WIA HISZPAÑSKA - MIGOgroup,https://allegro.pl/oferta/nasiona-chia-1kg-szalwia-hiszpanska-migogroup-6005481417,11,805,7.0
supermarket,Produkty spo¿ywcze,Zdrowa ¿ywnoœæ,KIE£KOWNICA 3 SZALKI + 10 opakowañ nasion - KIE£KI,https://allegro.pl/oferta/kielkownica-3-szalki-10-opakowan-nasion-kielki-8525693393,30,965,9.0
supermarket,Produkty spo¿ywcze,Zdrowa ¿ywnoœæ,Kie³kownica 3 Szalki + 6 opakowañ nasion kie³ki,https://allegro.pl/oferta/kielkownica-3-szalki-6-opakowan-nasion-kielki-8977090032,31,589,4.0
supermarket,Produkty spo¿ywcze,Zdrowa ¿ywnoœæ,ALLNUTRITION NUTLOVE CRUNCH 500g KREM CZEKOLADOWY,https://allegro.pl/oferta/allnutrition-nutlove-crunch-500g-krem-czekoladowy-9105663910,29,294,0.0
supermarket,Produkty spo¿ywcze,Bakalie orzechy pestki,¯URAWINA SUSZONA BEZ KONSERWANTÓW 1Kg,https://allegro.pl/oferta/zurawina-suszona-bez-konserwantow-1kg-6005552919,24,1191,2.0
supermarket,Produkty spo¿ywcze,Bakalie orzechy pestki,ORZECHY NERKOWCA 1kg PO£ÓWKI Nerkowce 1000g,https://allegro.pl/oferta/orzechy-nerkowca-1kg-polowki-nerkowce-1000g-7548747980,33,1563,5.0
supermarket,Produkty spo¿ywcze,Bakalie orzechy pestki,DAKTYLE Suszone Bez Pestek 1kg  PYSZNE - MIGOgroup,https://allegro.pl/oferta/daktyle-suszone-bez-pestek-1kg-pyszne-migogroup-7569468429,8,1825,8.0
supermarket,Produkty spo¿ywcze,Bakalie orzechy pestki,S£ONECZNIK £uskany 1kg 100% naturalny ŒWIE¯Y,https://allegro.pl/oferta/slonecznik-luskany-1kg-100-naturalny-swiezy-7324915036,8,2040,10.0
supermarket,Produkty spo¿ywcze,Bakalie orzechy pestki,Orzechy NERKOWCA 1kg PO£ÓWKI Nerkowce NATURALNE,https://allegro.pl/oferta/orzechy-nerkowca-1kg-polowki-nerkowce-naturalne-9129304293,29,1013,0.0
supermarket,Produkty spo¿ywcze,Dekoracje cukiernicze,Barwniki Spo¿ywcze w Proszku Zestaw 10szt Barwnik,https://allegro.pl/oferta/barwniki-spozywcze-w-proszku-zestaw-10szt-barwnik-7551334460,23,964,3.0
supermarket,Produkty spo¿ywcze,Dekoracje cukiernicze,Dro¿d¿e œwie¿e 1 kg,https://allegro.pl/oferta/drozdze-swieze-1-kg-9068721426,5,2732,3.0
supermarket,Produkty spo¿ywcze,Dekoracje cukiernicze,BARWNIKI SPO¯YWCZE W PROSZKU ZESTAW 10szt BARWNIK,https://allegro.pl/oferta/barwniki-spozywcze-w-proszku-zestaw-10szt-barwnik-7580494813,22,742,10.0
supermarket,Produkty spo¿ywcze,Dekoracje cukiernicze,Tylki  rêkaw cukierniczy  dekorator - 26 szt.,https://allegro.pl/oferta/tylki-rekaw-cukierniczy-dekorator-26-szt-9185909870,29,109,0.0
supermarket,Produkty spo¿ywcze,Dekoracje cukiernicze,PSI PATROL op³atek dekoracyjny+ 2 obwódki na tort,https://allegro.pl/oferta/psi-patrol-oplatek-dekoracyjny-2-obwodki-na-tort-9176877501,20,27,0.0
supermarket,Produkty spo¿ywcze,Produkty sypkie,M¹ka na pizzê typ 00 w³oska opakowanie strunowe,https://allegro.pl/oferta/maka-na-pizze-typ-00-wloska-opakowanie-strunowe-9118506582,5,2242,10.0
supermarket,Produkty spo¿ywcze,Produkty sypkie,M¹ka ¿ytnia razowa pe³ne ziarno typ 2000 chlebowa,https://allegro.pl/oferta/maka-zytnia-razowa-pelne-ziarno-typ-2000-chlebowa-9081497975,5,3481,6.0
supermarket,Produkty spo¿ywcze,Produkty sypkie,M¹ka ¿ytnia na chleb chlebowa typ 720 struna,https://allegro.pl/oferta/maka-zytnia-na-chleb-chlebowa-typ-720-struna-9081456591,5,3575,10.0
supermarket,Produkty spo¿ywcze,Produkty sypkie,Mega zestaw - ¯ywnoœæ  konserwy  przetwory  oliwa,https://allegro.pl/oferta/mega-zestaw-zywnosc-konserwy-przetwory-oliwa-9148869526,216,31,0.0
supermarket,Produkty spo¿ywcze,Produkty sypkie,M¹ka pszenna chlebowa typ 750 struna na chleb,https://allegro.pl/oferta/maka-pszenna-chlebowa-typ-750-struna-na-chleb-9081363049,5,2962,8.0
supermarket,Produkty spo¿ywcze,Oliwa olej ocet,Olej z czarnuszki 500ml Warmiñska Manufaktura,https://allegro.pl/oferta/olej-z-czarnuszki-500ml-warminska-manufaktura-6719116704,47,861,10.0
supermarket,Produkty spo¿ywcze,Oliwa olej ocet,OLEJ KOKOSOWY NIERAFINOWANY 900ml EXTRA VIRGIN,https://allegro.pl/oferta/olej-kokosowy-nierafinowany-900ml-extra-virgin-6304534031,25,842,10.0
supermarket,Produkty spo¿ywcze,Oliwa olej ocet,Olej lniany 500ml Warmiñska Manufaktura,https://allegro.pl/oferta/olej-lniany-500ml-warminska-manufaktura-6719476933,16,469,2.0
supermarket,Produkty spo¿ywcze,Oliwa olej ocet,OLEJ KOKOSOWY nierafinowany Virgin 900ml + GRATIS,https://allegro.pl/oferta/olej-kokosowy-nierafinowany-virgin-900ml-gratis-8635768690,20,364,4.0
supermarket,Produkty spo¿ywcze,Oliwa olej ocet,<0 2% Oliwa z oliwek Extra Virgin Premium 1L,https://allegro.pl/oferta/0-2-oliwa-z-oliwek-extra-virgin-premium-1l-6526967944,42,239,0.0
supermarket,Produkty spo¿ywcze,Oliwa z oliwek,<0 2% Oliwa z oliwek Extra Virgin Premium 1L,https://allegro.pl/oferta/0-2-oliwa-z-oliwek-extra-virgin-premium-1l-6526967944,42,239,10.0
supermarket,Produkty spo¿ywcze,Oliwa z oliwek,<0 2% Najlepsza OLIWA Z OLIWEK 5L  ZBIÓR 2019,https://allegro.pl/oferta/0-2-najlepsza-oliwa-z-oliwek-5l-zbior-2019-7902595183,159,195,8.0
supermarket,Produkty spo¿ywcze,Oliwa z oliwek,Grecka OLIWA Z OLIWEK do sma¿enia POMACE SANSA 5L,https://allegro.pl/oferta/grecka-oliwa-z-oliwek-do-smazenia-pomace-sansa-5l-7507534992,84,48,2.0
supermarket,Produkty spo¿ywcze,Oliwa z oliwek,Oliwa Extra Vergine 1 litr niska cena tanio outlet,https://allegro.pl/oferta/oliwa-extra-vergine-1-litr-niska-cena-tanio-outlet-9087649779,24,34,1.0
supermarket,Produkty spo¿ywcze,Oliwa z oliwek,Il casolare - w³oska oliwa extra niefiltrowana 1l,https://allegro.pl/oferta/il-casolare-wloska-oliwa-extra-niefiltrowana-1l-8933441328,58,7,0.0
supermarket,Artyku³y dla zwierz¹t,Dla psów,Legowisko DWUSTRONNE 6 kolorów 80 imiê GRATIS !!!,https://allegro.pl/oferta/legowisko-dwustronne-6-kolorow-80-imie-gratis-8721196782,69,272,2.0
supermarket,Artyku³y dla zwierz¹t,Dla psów,FURMINATOR DLA PSA SZCZOTKA TRYMER ZWIERZ¥T 10cm,https://allegro.pl/oferta/furminator-dla-psa-szczotka-trymer-zwierzat-10cm-9002878829,26,373,3.0
supermarket,Artyku³y dla zwierz¹t,Dla psów,POS£ANIE LEGOWISKO 75x65 WODOODPORNE kolory,https://allegro.pl/oferta/poslanie-legowisko-75x65-wodoodporne-kolory-8580724275,79,572,5.0
