supermarket,Produkty spożywcze,Kawy,Kawa ziarnista LAVAZZA CREMA E AROMA 1 kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-crema-e-aroma-1-kg-7521980697,41,2933,10.0,8.0
supermarket,Produkty spożywcze,Kawy,Kawa ziarnista LAVAZZA EXPERT GUSTO FORTE 1kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-expert-gusto-forte-1kg-7574165680,36,1892,6.0,10.0
supermarket,Produkty spożywcze,Kawy,Kapsułki Dolce Gusto Nescafe Americano ZESTAW 3+1,https://allegro.pl/oferta/kapsulki-dolce-gusto-nescafe-americano-zestaw-3-1-9047537773,64,183,0.0,0.0
supermarket,Produkty spożywcze,Kawy,Kawa ziarnista LAVAZZA DOLCE CAFFE CREMA 1 kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-dolce-caffe-crema-1-kg-6728220971,41,1805,6.0,8.0
supermarket,Produkty spożywcze,Kawy,Kawa ziarnista LAVAZZA CREMA E AROMA BLUE 1 kg,https://allegro.pl/oferta/kawa-ziarnista-lavazza-crema-e-aroma-blue-1-kg-6726379415,45,1224,4.0,7.0
supermarket,Produkty spożywcze,Herbaty,Zielona herbata RAJSKI PTAK mango papaja REWELACJA,https://allegro.pl/oferta/zielona-herbata-rajski-ptak-mango-papaja-rewelacja-6830777364,6,560,10.0,10.0
supermarket,Produkty spożywcze,Herbaty,PREZENT Herbaciarka zestaw herbat 48 szt. skrzynka,https://allegro.pl/oferta/prezent-herbaciarka-zestaw-herbat-48-szt-skrzynka-9056060856,99,71,0.0,0.0
supermarket,Produkty spożywcze,Herbaty,herbata zielona matcha - 100g,https://allegro.pl/oferta/herbata-zielona-matcha-100g-8912984512,15,226,3.0,9.0
supermarket,Produkty spożywcze,Herbaty,Green Touch Tea ZESTAW 10 x HERBATA KWITNĄCA puszk,https://allegro.pl/oferta/green-touch-tea-zestaw-10-x-herbata-kwitnaca-puszk-7207694666,40,140,2.0,6.0
supermarket,Produkty spożywcze,Herbaty,Sir Williams zestaw 100 saszetek mix smaków,https://allegro.pl/oferta/sir-williams-zestaw-100-saszetek-mix-smakow-7618713289,47,47,0.0,6.0
supermarket,Produkty spożywcze,Yerba Mate,Yerba Mate CBSe ENERGIA MOCNA 0.5kg 500g + GRATIS,https://allegro.pl/oferta/yerba-mate-cbse-energia-mocna-0-5kg-500g-gratis-7870939693,11,1236,10.0,10.0
supermarket,Produkty spożywcze,Yerba Mate,Yerba Mate Green MAS ENERGIA GUARANA 400g,https://allegro.pl/oferta/yerba-mate-green-mas-energia-guarana-400g-8240739566,13,669,3.0,9.0
supermarket,Produkty spożywcze,Yerba Mate,Zestaw Yerba Mate Green 500g Tykwa Bombilla 10x50g,https://allegro.pl/oferta/zestaw-yerba-mate-green-500g-tykwa-bombilla-10x50g-8385131882,29,414,0.0,0.0
